Vernier Format 2
Untitled.cmbl 3/17/2022 11:41:28 .
Latest
Time	Potential 1	EKG	Potential 2
t	Pot 1	EKG	Pot 2
s	mV	mV	V

165.215	-0.0988159179688	-0.139230344317	2.90489196777
165.22	-0.0891265869141	-0.124998081917	2.90245056152
165.225	-0.0647125244141	-0.110699935875	2.89878845215
165.23	-0.0525817871094	-0.0957486559521	2.89268493652
165.235	-0.0489196777344	-0.0808206447896	2.89268493652
165.24	-0.0391540527344	-0.0673107036525	2.8914642334
165.245	-0.0391540527344	-0.0559211869659	2.89268493652
165.25	-0.0221405029297	-0.0464408250987	2.89268493652
165.255	0.00830078125	-0.036674750922	2.89268493652
165.26	0.019287109375	-0.0244699589179	2.89024353027
165.265	0.0399627685547	-0.00994613689618	2.89268493652
165.27	0.0546112060547	0.00612836090344	2.89268493652
165.275	0.0861968994141	0.0237617458336	2.8914642334
165.28	0.136169433594	0.0448032630223	2.89268493652
165.285	0.193389892578	0.0723456428934	2.89268493652
165.29	0.233520507813	0.107438894551	2.89268493652
165.295	0.243286132813	0.146562881562	2.89268493652
165.3	0.299285888672	0.185785472456	2.89268493652
165.305	0.352844238281	0.225906911117	2.8914642334
165.31	0.385726928711	0.268108710828	2.8914642334
165.315	0.416168212891	0.310455207288	2.89024353027
165.32	0.450271606445	0.350957597968	2.88902282715
165.325	0.427154541016	0.386563623189	2.88902282715
165.33	0.371154785156	0.410048293096	2.88902282715
165.335	0.326065063477	0.414924730237	2.88902282715
165.34	0.259078979492	0.3999158768	2.8914642334
165.345	0.215286254883	0.367616050982	2.89024353027
165.35	0.153182983398	0.322776910833	2.88902282715
165.355	0.0716247558594	0.268532286833	2.88902282715
165.36	0.019287109375	0.20686731801	2.89024353027
165.365	-0.0245819091797	0.142316752557	2.8914642334
165.37	-0.0452575683594	0.0808426018806	2.89024353027
165.375	-0.0599060058594	0.0276179965131	2.89024353027
165.38	-0.0732574462891	-0.0146492427393	2.89024353027
165.385	-0.0793609619141	-0.0459172365934	2.8914642334
165.39	-0.0805816650391	-0.0672412429353	2.89024353027
165.395	-0.0720367431641	-0.0797398151704	2.89024353027
165.4	-0.0622711181641	-0.0844090263352	2.89024353027
165.405	-0.0805816650391	-0.0839155595347	2.8914642334
165.41	-0.0830230712891	-0.0823256002245	2.8914642334
165.415	-0.0781402587891	-0.0813344617577	2.89024353027
165.42	-0.0610504150391	-0.0796944580244	2.89268493652
165.425	-0.0538024902344	-0.0759015763714	2.8914642334
165.43	-0.0330505371094	-0.0693353429257	2.89268493652
165.435	-0.0245819091797	-0.059977106968	2.89268493652
165.44	-0.0294647216797	-0.049459160975	2.89268493652
165.445	-0.0330505371094	-0.0405369555469	2.89268493652
165.45	-0.0245819091797	-0.034211364644	2.89268493652
165.455	-0.00627136230469	-0.0288694396382	2.89268493652
165.46	-0.00146484375	-0.0226952205871	2.89268493652
165.465	-0.00146484375	-0.0159628152947	2.89268493652
165.47	0.002197265625	-0.0098075260648	2.89268493652
165.475	0.004638671875	-0.00462138203526	2.89268493652
165.48	0.011962890625	-0.000136788100171	2.89268493652
165.485	0.00830078125	0.00379469089865	2.89268493652
165.49	-0.000244140625	0.00633448371396	2.89268493652
165.495	0.005859375	0.00704540853606	2.8914642334
165.5	0.002197265625	0.00672568872605	2.89268493652
165.505	0.016845703125	0.00657752786249	2.89268493652
165.51	0.009521484375	0.00738578002341	2.8914642334
165.515	0.00830078125	0.0084589500637	2.89268493652
165.52	0.019287109375	0.00952069412227	2.89268493652
165.525	0.0411834716797	0.0123483417231	2.89268493652
165.53	0.0606384277344	0.0189472529797	2.8914642334
165.535	0.0874176025391	0.0302237137892	2.8914642334
165.54	0.122741699219	0.0467176364798	2.8914642334
165.545	0.149520874023	0.0684638649204	2.8914642334
165.55	0.162948608398	0.0935002237822	2.89024353027
165.555	0.160507202148	0.11789645593	2.89268493652
165.56	0.184844970703	0.138993035082	2.89024353027
165.565	0.177520751953	0.156368896018	2.8914642334
165.57	0.158065795898	0.168258037214	2.8914642334
165.575	0.105728149414	0.17070757874	2.89024353027
165.58	0.0581970214844	0.160143553906	2.8914642334
165.585	0.0277557373047	0.136924513476	2.8914642334
165.59	0.002197265625	0.105585748688	2.8914642334
165.595	-0.0135955810547	0.0715454783881	2.8914642334
165.6	-0.0294647216797	0.039089695302	2.89024353027
165.605	-0.0306854248047	0.0111531476441	2.89268493652
165.61	-0.0391540527344	-0.0106411031688	2.8914642334
165.615	-0.0379333496094	-0.0261742111029	2.8914642334
165.62	-0.0354919433594	-0.0359271514334	2.89268493652
165.625	-0.0403747558594	-0.0409813385158	2.8914642334
165.63	-0.0683746337891	-0.0444215504553	2.89268493652
165.635	-0.115905761719	-0.0514344961449	2.89268493652
165.64	-0.106140136719	-0.0641370488439	2.89268493652
165.645	0.019287109375	-0.0727993532398	2.89268493652
165.65	0.422271728516	-0.047262900866	2.88902282715
165.655	1.03468322754	0.0615993926768	2.8865814209
165.66	1.63610839844	0.294192825259	2.88536071777
165.665	1.93563842773	0.642278089366	2.88291931152
165.67	1.58377075195	1.0220807045	2.88291931152
165.675	0.942138671875	1.29915202062	2.8865814209
165.68	0.344375610352	1.37156416476	2.88902282715
165.685	-0.00749206542969	1.22897670423	2.8914642334
165.69	-0.114685058594	0.94197559999	2.89268493652
165.695	-0.162139892578	0.608598132241	2.89268493652
165.7	-0.180374145508	0.303764875943	2.89268493652
165.705	-0.190139770508	0.064898001158	2.89512634277
165.71	-0.196243286133	-0.0994721192587	2.89390563965
165.715	-0.202346801758	-0.198168269188	2.89268493652
165.72	-0.201126098633	-0.24714141703	2.89390563965
165.725	-0.198684692383	-0.262679618953	2.89268493652
165.73	-0.196243286133	-0.258512691653	2.89390563965
165.735	-0.184036254883	-0.244522440368	2.89390563965
165.74	-0.173126220703	-0.226540349443	2.89268493652
165.745	-0.163360595703	-0.20789297067	2.89390563965
165.75	-0.149932861328	-0.190335587057	2.89268493652
165.755	-0.145126342773	-0.174642960975	2.89268493652
165.76	-0.134140014648	-0.161193430524	2.8914642334
165.765	-0.128036499023	-0.149811948495	2.89268493652
165.77	-0.117126464844	-0.139974500091	2.89268493652
165.775	-0.0975952148438	-0.130522526199	2.89268493652
165.78	-0.0879058837891	-0.120251970387	2.89024353027
165.785	-0.0708160400391	-0.108890653307	2.89268493652
165.79	-0.0489196777344	-0.0960554830767	2.89268493652
165.795	-0.0428161621094	-0.081773703194	2.89024353027
165.8	-0.0428161621094	-0.0678425889519	2.8914642334
165.805	-0.0196990966797	-0.0553066079212	2.8914642334
165.81	-0.00627136230469	-0.0430176907009	2.8914642334
165.815	0.004638671875	-0.0303092994799	2.8914642334
165.82	0.0411834716797	-0.0164277276351	2.88902282715
165.825	0.0679626464844	0.000579727170848	2.8914642334
165.83	0.0813903808594	0.0207622575538	2.89024353027
165.835	0.106948852539	0.0424354240894	2.88902282715
165.84	0.138610839844	0.0652806016402	2.88902282715
165.845	0.176300048828	0.090325610264	2.88902282715
165.85	0.206741333008	0.118173315294	2.88780212402
165.855	0.259078979492	0.149222485118	2.88780212402
165.86	0.322402954102	0.185271178137	2.88780212402
165.865	0.362609863281	0.22723847841	2.8865814209
165.87	0.395492553711	0.272520334581	2.88536071777
165.875	0.367492675781	0.31467360328	2.88536071777
165.88	0.391830444336	0.347566082612	2.88536071777
165.885	0.421051025391	0.372136238499	2.88291931152
165.89	0.396713256836	0.390775507724	2.88414001465
165.895	0.330947875977	0.399127074277	2.88414001465
165.9	0.259078979492	0.390371993601	2.88291931152
165.905	0.190948486328	0.362011463697	2.8816986084
165.91	0.150741577148	0.317785799616	2.8816986084
165.915	0.0569763183594	0.26274012959	2.88047790527
165.92	0.0009765625	0.199441164502	2.88414001465
165.925	-0.0306854248047	0.132810585022	2.87925720215
165.93	-0.0574645996094	0.070096641327	2.88047790527
165.935	-0.0744781494141	0.0161651425665	2.8816986084
165.94	-0.0756988525391	-0.0263566296451	2.87925720215
165.945	-0.0793609619141	-0.0564869666827	2.87925720215
165.95	-0.0756988525391	-0.0751884302239	2.8816986084
165.955	-0.0720367431641	-0.0844802256524	2.87803649902
165.96	-0.0744781494141	-0.0870354494387	2.87925720215
165.965	-0.0781402587891	-0.0860312894824	2.88047790527
165.97	-0.0732574462891	-0.0836871288179	2.8816986084
165.975	-0.0489196777344	-0.0797121895334	2.8816986084
165.98	-0.0415954589844	-0.0728600752224	2.88414001465
165.985	-0.0330505371094	-0.0636646359632	2.8816986084
165.99	-0.0354919433594	-0.0539998913253	2.8816986084
165.995	-0.0403747558594	-0.0459440581419	2.8816986084
166	-0.0294647216797	-0.0402258605209	2.88047790527
166.005	-0.0233612060547	-0.0356495914095	2.8816986084
166.01	-0.0196990966797	-0.0312440112847	2.8816986084
166.015	-0.0245819091797	-0.0273411348491	2.88291931152
166.02	-0.00382995605469	-0.0237299223132	2.88291931152
166.025	0.002197265625	-0.0189610769733	2.88291931152
166.03	0.0277557373047	-0.0118103988246	2.88291931152
166.035	0.0289764404297	-0.00211532428295	2.8816986084
166.04	0.0277557373047	0.00827748209329	2.88291931152
166.045	0.019287109375	0.0166486996737	2.88291931152
166.05	0.02294921875	0.0218122380695	2.88291931152
166.055	0.0289764404297	0.0246706402036	2.88291931152
166.06	0.011962890625	0.0258080623374	2.88291931152
166.065	0.011962890625	0.0245975152887	2.88414001465
166.07	0.009521484375	0.0215580949484	2.88291931152
166.075	0.0314178466797	0.0189649338059	2.88414001465
166.08	0.0581970214844	0.0202127396116	2.88414001465
166.085	0.0874176025391	0.0279481857425	2.88291931152
166.09	0.125183105469	0.04312049092	2.88414001465
166.095	0.141052246094	0.0647150827952	2.88536071777
166.1	0.144638061523	0.0888551990489	2.8865814209
166.105	0.159286499023	0.11153139821	2.8865814209
166.11	0.204299926758	0.13289673761	2.88536071777
166.115	0.216506958008	0.155066885951	2.8865814209
166.12	0.189727783203	0.175509297244	2.88780212402
166.125	0.160507202148	0.188074196327	2.88780212402
166.13	0.136169433594	0.189392159916	2.88902282715
166.135	0.115417480469	0.180384729555	2.8914642334
166.14	0.0630798339844	0.162509435013	2.89024353027
166.145	0.016845703125	0.135652245881	2.8914642334
166.15	-0.0233612060547	0.100798558535	2.89268493652
166.155	-0.0184783935547	0.0628263039504	2.89268493652
166.16	-0.0196990966797	0.0288665894378	2.89268493652
166.165	-0.0233612060547	0.00309046931602	2.89268493652
166.17	-0.0270233154297	-0.014467595801	2.89390563965
166.175	-0.0209197998047	-0.0249692330998	2.89512634277
166.18	-0.0354919433594	-0.0303406416303	2.89268493652
166.185	-0.0599060058594	-0.0343869468612	2.89512634277
166.19	-0.106140136719	-0.0420925290818	2.89512634277
166.195	-0.0683746337891	-0.0538257004712	2.89512634277
166.2	0.131286621094	-0.054812349003	2.89268493652
166.205	0.623153686523	-0.00747729076904	2.8914642334
166.21	1.2331237793	0.137619549358	2.89024353027
166.215	1.82119750977	0.410120169574	2.88780212402
166.22	2.02574157715	0.786828557117	2.88536071777
166.225	1.53746032715	1.16875023255	2.88902282715
166.23	0.832580566406	1.41462895101	2.8914642334
166.235	0.267623901367	1.43460625464	2.89268493652
166.24	-0.0160369873047	1.24206802224	2.89756774902
166.245	-0.112243652344	0.923868359309	2.8963470459
166.25	-0.160919189453	0.578375710714	2.89756774902
166.255	-0.181594848633	0.273329858999	2.89756774902
166.26	-0.187698364258	0.0400308291352	2.89756774902
166.265	-0.201126098633	-0.117068600416	2.89878845215
166.27	-0.195022583008	-0.208941906059	2.89878845215
166.275	-0.179153442383	-0.251107322343	2.89756774902
166.28	-0.176788330078	-0.259190306621	2.89878845215
166.285	-0.169464111328	-0.247731437989	2.89878845215
166.29	-0.175567626953	-0.22827282046	2.89878845215
166.295	-0.159698486328	-0.207963653786	2.89878845215
166.3	-0.141464233398	-0.188960013582	2.89756774902
166.305	-0.140243530273	-0.171634392764	2.89756774902
166.31	-0.128036499023	-0.156814153089	2.89756774902
166.315	-0.109802246094	-0.143937071093	2.8963470459
166.32	-0.0951538085938	-0.13147058075	2.89756774902
166.325	-0.0866851806641	-0.118923061413	2.89878845215
166.33	-0.0781402587891	-0.10679975214	2.89756774902
166.335	-0.0683746337891	-0.0954925907481	2.89756774902
166.34	-0.0489196777344	-0.0844806032101	2.89756774902
166.345	-0.0294647216797	-0.0725028146775	2.89878845215
166.35	-0.0209197998047	-0.0591735920854	2.89756774902
166.355	-0.0172576904297	-0.0457845047425	2.89756774902
166.36	0.002197265625	-0.0332070618557	2.8963470459
166.365	0.0387420654297	-0.0196998745269	2.89756774902
166.37	0.0533905029297	-0.00328286512845	2.8963470459
166.375	0.0424041748047	0.0140664214547	2.8963470459
166.38	0.0594177246094	0.0291197842479	2.89756774902
166.385	0.103286743164	0.0433528978048	2.8963470459
166.39	0.136169433594	0.0609055232823	2.8963470459
166.395	0.161727905273	0.0830884791387	2.8963470459
166.4	0.210403442383	0.109575873947	2.8963470459
166.405	0.239624023438	0.140310636394	2.8963470459
166.41	0.288299560547	0.174649882921	2.89512634277
166.415	0.340713500977	0.212682261607	2.89512634277
166.42	0.383285522461	0.254558272584	2.8963470459
166.425	0.402816772461	0.29784417498	2.89512634277
166.43	0.403961181641	0.337654793744	2.89512634277
166.435	0.43440246582	0.370820993519	2.89512634277
